Flight_Date,Flight_Number,Airline,Origin,Destination,Delay_Minutes,Cancelled,Delay_Reason
9/7/2023,AI5587,IndiGo,MAA,CCU,61,No,Air Traffic
4/12/2021,AI5695,AirAsia India,CCU,BLR,100,No,Operational
10/21/2024,AI6242,Vistara,CCU,MAA,278,No,Operational
3/15/2020,AI626,IndiGo,HYD,PNQ,89,No,Air Traffic
1/4/2020,AI7673,IndiGo,HYD,MAA,100,No,Technical
10/7/2021,AI3578,GoAir,MAA,DEL,94,No,Technical
4/27/2020,AI9353,IndiGo,BOM,BLR,158,No,Crew
5/30/2022,AI1667,Air India,PNQ,MAA,220,No,Crew
6/17/2024,AI5234,Air India,PNQ,HYD,,Yes,
5/18/2021,AI7729,SpiceJet,DEL,CCU,2,No,Air Traffic
8/4/2022,AI4699,GoAir,BLR,CCU,261,No,Weather
7/27/2021,AI7848,AirAsia India,CCU,BOM,,Yes,
1/4/2024,AI1066,SpiceJet,BLR,BOM,,Yes,
7/12/2020,AI2302,Air India,DEL,CCU,120,No,Weather
4/26/2022,AI9106,SpiceJet,HYD,HYD,156,No,Technical
12/15/2021,AI9733,GoAir,PNQ,CCU,130,No,Weather
11/16/2023,AI5423,GoAir,CCU,BOM,267,No,Late Arrival
11/15/2022,AI5601,IndiGo,BLR,MAA,26,No,Operational
12/29/2023,AI8851,Vistara,HYD,DEL,264,No,Weather
6/21/2020,AI1921,IndiGo,DEL,BOM,117,No,Weather
8/16/2023,AI1350,GoAir,BLR,HYD,118,No,Crew
7/26/2024,AI5933,Air India,PNQ,MAA,181,No,Late Arrival
11/21/2020,AI5932,AirAsia India,BOM,MAA,277,No,Weather
12/4/2023,AI2638,Air India,HYD,MAA,61,No,Operational
2/15/2023,AI5352,IndiGo,DEL,BLR,290,No,Weather
4/15/2022,AI5526,AirAsia India,BLR,BLR,4,No,Technical
12/15/2024,AI1052,GoAir,PNQ,PNQ,98,No,Late Arrival
12/24/2021,AI6390,Air India,BOM,MAA,160,No,Weather
8/12/2020,AI4883,GoAir,BOM,HYD,157,No,Late Arrival
6/15/2021,AI874,AirAsia India,DEL,CCU,201,No,Weather
4/22/2020,AI5764,AirAsia India,MAA,HYD,8,No,Operational
5/19/2020,AI7975,Air India,PNQ,BLR,140,No,Operational
7/12/2021,AI2783,GoAir,PNQ,BOM,100,No,Late Arrival
1/1/2020,AI7723,SpiceJet,CCU,PNQ,36,No,Air Traffic
3/30/2020,AI8551,GoAir,DEL,BLR,,Yes,
10/15/2021,AI5887,AirAsia India,BOM,CCU,60,No,Crew
11/15/2020,AI2429,GoAir,BOM,DEL,136,No,Crew
4/22/2024,AI5511,IndiGo,DEL,PNQ,212,No,Technical
5/18/2020,AI7028,SpiceJet,MAA,BLR,131,No,Air Traffic
3/14/2024,AI2564,Vistara,CCU,HYD,221,No,Crew
4/24/2022,AI5017,IndiGo,BLR,PNQ,24,No,Late Arrival
9/15/2020,AI6363,Vistara,DEL,HYD,111,No,Crew
8/23/2024,AI8066,Air India,CCU,MAA,122,No,Technical
6/20/2022,AI427,Vistara,PNQ,MAA,238,No,Weather
11/20/2021,AI1845,GoAir,CCU,MAA,182,No,Crew
1/10/2020,AI2994,Vistara,HYD,PNQ,82,No,Late Arrival
9/17/2020,AI2893,AirAsia India,BOM,DEL,265,No,Late Arrival
7/31/2024,AI4231,IndiGo,BLR,CCU,143,No,Technical
6/20/2020,AI4052,IndiGo,DEL,PNQ,100,No,Technical
6/16/2022,AI3027,Vistara,BOM,BOM,203,No,Operational
1/13/2020,AI4388,IndiGo,HYD,HYD,96,No,Operational
4/6/2023,AI5703,AirAsia India,HYD,HYD,248,No,Operational
7/23/2024,AI3444,IndiGo,BOM,PNQ,63,No,Weather
6/7/2024,AI7028,Vistara,MAA,PNQ,257,No,Late Arrival
11/16/2020,AI8791,SpiceJet,CCU,CCU,54,No,Operational
9/4/2023,AI3440,SpiceJet,DEL,DEL,52,No,Late Arrival
6/24/2024,AI6749,Air India,DEL,PNQ,9,No,Technical
11/24/2020,AI5882,IndiGo,DEL,MAA,239,No,Weather
2/23/2022,AI4084,Vistara,BOM,CCU,215,No,Technical
2/15/2022,AI3090,IndiGo,PNQ,BOM,49,No,Late Arrival
6/29/2022,AI8286,GoAir,MAA,MAA,151,No,Air Traffic
4/22/2024,AI1036,AirAsia India,BLR,BOM,247,No,Air Traffic
12/13/2023,AI7558,IndiGo,HYD,BLR,37,No,Operational
6/17/2024,AI4022,IndiGo,BOM,BOM,74,No,Air Traffic
1/23/2023,AI8475,SpiceJet,PNQ,MAA,262,No,Technical
5/23/2024,AI6207,AirAsia India,BLR,BLR,11,No,Air Traffic
11/13/2020,AI391,Vistara,HYD,MAA,29,No,Crew
8/23/2020,AI8612,IndiGo,HYD,HYD,35,No,Weather
11/29/2020,AI6268,SpiceJet,MAA,MAA,112,No,Late Arrival
1/10/2021,AI4540,Air India,CCU,BLR,89,No,Operational
1/22/2024,AI528,AirAsia India,DEL,BOM,215,No,Technical
3/6/2023,AI388,SpiceJet,BLR,HYD,192,No,Weather
8/10/2021,AI9284,SpiceJet,BOM,DEL,47,No,Operational
4/19/2024,AI8989,SpiceJet,BLR,DEL,33,No,Technical
5/27/2021,AI7463,IndiGo,CCU,DEL,230,No,Air Traffic
8/12/2023,AI898,IndiGo,DEL,DEL,34,No,Late Arrival
9/5/2023,AI1987,Air India,BLR,CCU,261,No,Crew
7/6/2022,AI1597,GoAir,CCU,DEL,124,No,Crew
5/14/2024,AI3935,GoAir,BOM,BLR,187,No,Air Traffic
10/4/2023,AI1607,GoAir,MAA,PNQ,207,No,Late Arrival
12/7/2024,AI9388,AirAsia India,PNQ,DEL,132,No,Weather
5/22/2022,AI8583,AirAsia India,HYD,MAA,287,No,Late Arrival
6/6/2023,AI2424,Air India,BOM,PNQ,95,No,Air Traffic
9/26/2020,AI8281,AirAsia India,DEL,DEL,285,No,Technical
3/8/2022,AI9886,GoAir,HYD,PNQ,41,No,Weather
8/7/2023,AI9372,GoAir,PNQ,BOM,206,No,Crew
12/25/2021,AI685,SpiceJet,BOM,BLR,123,No,Air Traffic
4/3/2023,AI5329,AirAsia India,BOM,BLR,223,No,Technical
1/5/2020,AI5258,IndiGo,BOM,PNQ,131,No,Air Traffic
4/30/2022,AI6665,IndiGo,BOM,HYD,59,No,Operational
11/3/2023,AI6931,SpiceJet,HYD,CCU,280,No,Operational
3/18/2020,AI2049,SpiceJet,DEL,MAA,173,No,Operational
12/4/2023,AI8967,SpiceJet,PNQ,PNQ,26,No,Crew
7/27/2021,AI6829,IndiGo,CCU,BLR,207,No,Late Arrival
5/11/2020,AI8830,GoAir,BLR,BOM,24,No,Weather
8/23/2021,AI5005,SpiceJet,MAA,DEL,57,No,Crew
11/7/2024,AI4048,Air India,PNQ,BLR,86,No,Technical
12/1/2022,AI2712,SpiceJet,BLR,BOM,118,No,Technical
3/29/2020,AI8199,Vistara,BLR,DEL,195,No,Operational
2/5/2021,AI3363,SpiceJet,MAA,CCU,229,No,Weather
10/22/2020,AI4446,IndiGo,PNQ,BLR,153,No,Operational
8/11/2023,AI8575,AirAsia India,HYD,BLR,63,No,Technical
9/7/2021,AI3389,SpiceJet,DEL,PNQ,231,No,Technical
3/29/2024,AI472,AirAsia India,MAA,PNQ,139,No,Late Arrival
3/10/2022,AI6141,Vistara,DEL,BOM,36,No,Late Arrival
9/10/2024,AI2739,Air India,HYD,HYD,133,No,Late Arrival
7/18/2024,AI9103,AirAsia India,BLR,PNQ,231,No,Operational
2/25/2021,AI4989,GoAir,DEL,MAA,93,No,Air Traffic
11/12/2022,AI1100,SpiceJet,HYD,CCU,24,No,Weather
7/28/2021,AI5683,Vistara,HYD,MAA,281,No,Late Arrival
5/22/2020,AI4849,Vistara,CCU,BLR,189,No,Crew
9/19/2022,AI4679,AirAsia India,MAA,MAA,169,No,Late Arrival
10/26/2021,AI7756,Air India,CCU,DEL,195,No,Operational
5/24/2020,AI8236,IndiGo,BLR,CCU,234,No,Weather
6/2/2023,AI4376,SpiceJet,MAA,MAA,39,No,Late Arrival
10/3/2022,AI5471,Vistara,BLR,DEL,22,No,Weather
5/17/2021,AI2666,Air India,CCU,BOM,274,No,Crew
3/31/2022,AI1938,GoAir,PNQ,MAA,238,No,Technical
6/27/2024,AI973,Vistara,HYD,CCU,297,No,Weather
4/13/2020,AI2420,Air India,BLR,DEL,6,No,Air Traffic
11/28/2022,AI2713,IndiGo,MAA,MAA,86,No,Late Arrival
7/16/2020,AI7134,IndiGo,MAA,BOM,190,No,Operational
7/27/2024,AI4485,Vistara,BLR,MAA,291,No,Air Traffic
8/1/2021,AI7938,Vistara,MAA,DEL,140,No,Air Traffic
1/25/2021,AI2712,AirAsia India,HYD,MAA,87,No,Operational
4/17/2023,AI5049,SpiceJet,PNQ,CCU,,Yes,
7/7/2021,AI5477,Air India,HYD,BLR,280,No,Operational
1/11/2024,AI6709,Vistara,MAA,DEL,219,No,Operational
3/3/2024,AI5232,SpiceJet,BLR,DEL,247,No,Air Traffic
11/4/2022,AI1791,AirAsia India,CCU,DEL,286,No,Weather
7/4/2024,AI5663,SpiceJet,MAA,DEL,12,No,Operational
8/19/2024,AI8106,Vistara,MAA,MAA,225,No,Technical
8/5/2023,AI7115,IndiGo,MAA,CCU,117,No,Air Traffic
4/22/2021,AI4766,Air India,MAA,BOM,230,No,Air Traffic
6/8/2023,AI1052,Air India,BLR,CCU,157,No,Air Traffic
7/11/2022,AI7232,IndiGo,CCU,DEL,137,No,Crew
2/23/2021,AI4085,Vistara,CCU,HYD,277,No,Weather
6/5/2020,AI1082,Air India,DEL,MAA,215,No,Weather
7/3/2021,AI5528,Vistara,MAA,HYD,296,No,Operational
1/4/2024,AI5660,AirAsia India,MAA,MAA,141,No,Air Traffic
1/25/2023,AI9837,Vistara,DEL,DEL,201,No,Air Traffic
10/17/2022,AI6600,SpiceJet,CCU,MAA,251,No,Operational
9/23/2022,AI1756,IndiGo,BOM,DEL,235,No,Weather
12/5/2023,AI4040,Vistara,HYD,CCU,,Yes,
8/8/2022,AI8361,AirAsia India,BOM,PNQ,21,No,Operational
10/15/2020,AI2901,GoAir,CCU,BLR,53,No,Operational
7/1/2023,AI5467,IndiGo,PNQ,MAA,36,No,Operational
7/14/2020,AI2721,Air India,MAA,DEL,98,No,Operational
8/20/2021,AI4869,SpiceJet,BOM,HYD,298,No,Operational
3/25/2024,AI7447,Air India,BLR,DEL,42,No,Late Arrival
5/31/2021,AI6479,AirAsia India,BLR,HYD,59,No,Late Arrival
7/16/2024,AI4323,AirAsia India,DEL,MAA,68,No,Air Traffic
5/14/2022,AI1166,Air India,CCU,BOM,161,No,Air Traffic
2/15/2023,AI3048,IndiGo,CCU,HYD,242,No,Late Arrival
3/16/2022,AI2349,Air India,BOM,DEL,192,No,Weather
3/28/2023,AI7441,Vistara,MAA,MAA,282,No,Crew
3/25/2022,AI8888,Air India,CCU,DEL,201,No,Weather
8/15/2020,AI3161,SpiceJet,BOM,BOM,199,No,Air Traffic
8/3/2020,AI421,SpiceJet,BOM,BLR,,Yes,
8/5/2022,AI8577,GoAir,HYD,PNQ,188,No,Late Arrival
9/15/2024,AI2309,SpiceJet,HYD,PNQ,1,No,Weather
1/15/2020,AI305,Air India,CCU,BOM,,Yes,
3/26/2023,AI1784,SpiceJet,BOM,CCU,147,No,Crew
7/29/2024,AI3210,IndiGo,DEL,MAA,133,No,Operational
7/8/2023,AI8653,SpiceJet,DEL,BOM,72,No,Technical
3/26/2023,AI3982,Vistara,HYD,BLR,243,No,Late Arrival
2/16/2020,AI1707,IndiGo,CCU,DEL,239,No,Late Arrival
11/19/2020,AI6333,GoAir,MAA,MAA,45,No,Crew
4/23/2022,AI9431,Vistara,PNQ,HYD,36,No,Operational
9/4/2024,AI493,Air India,DEL,BOM,27,No,Operational
5/9/2020,AI6588,Air India,DEL,BLR,53,No,Technical
12/5/2023,AI4132,Air India,HYD,BOM,145,No,Operational
4/4/2020,AI2343,Vistara,HYD,CCU,13,No,Crew
9/18/2021,AI6727,Vistara,CCU,PNQ,74,No,Air Traffic
1/24/2022,AI309,Vistara,HYD,PNQ,264,No,Operational
8/8/2023,AI1373,IndiGo,BLR,MAA,44,No,Air Traffic
3/4/2022,AI3006,AirAsia India,PNQ,DEL,133,No,Air Traffic
7/30/2023,AI1071,IndiGo,BOM,BLR,114,No,Crew
3/9/2020,AI8031,Air India,DEL,BOM,148,No,Late Arrival
8/10/2024,AI9132,AirAsia India,BLR,MAA,209,No,Late Arrival
1/11/2020,AI5710,SpiceJet,MAA,BOM,143,No,Late Arrival
7/1/2023,AI3264,Air India,BLR,MAA,231,No,Weather
5/21/2022,AI1372,GoAir,CCU,PNQ,186,No,Late Arrival
7/3/2021,AI6680,IndiGo,MAA,CCU,73,No,Crew
3/3/2023,AI8262,Vistara,MAA,BOM,147,No,Technical
12/12/2021,AI7204,IndiGo,HYD,CCU,137,No,Operational
1/23/2020,AI6179,Vistara,BLR,HYD,57,No,Late Arrival
3/25/2022,AI2798,AirAsia India,CCU,HYD,269,No,Weather
12/11/2020,AI9195,GoAir,DEL,PNQ,,Yes,
10/28/2020,AI8716,AirAsia India,PNQ,BLR,94,No,Air Traffic
12/28/2020,AI4434,GoAir,HYD,CCU,88,No,Weather
1/30/2021,AI9065,IndiGo,BLR,MAA,270,No,Crew
8/5/2020,AI4244,Vistara,DEL,BLR,154,No,Technical
5/20/2020,AI8764,AirAsia India,BLR,BOM,259,No,Late Arrival
6/27/2024,AI4464,GoAir,HYD,BOM,299,No,Late Arrival
8/15/2022,AI1998,Air India,DEL,MAA,114,No,Weather
5/18/2023,AI6330,Air India,HYD,DEL,63,No,Crew
9/11/2022,AI5432,AirAsia India,BLR,DEL,144,No,Weather
9/19/2022,AI6431,Vistara,MAA,BOM,121,No,Weather
7/4/2024,AI5959,AirAsia India,PNQ,PNQ,108,No,Technical
6/27/2024,AI1503,IndiGo,BOM,PNQ,149,No,Crew
4/7/2022,AI5317,GoAir,PNQ,MAA,206,No,Technical
11/13/2021,AI8535,IndiGo,MAA,DEL,108,No,Crew
1/23/2024,AI9636,Air India,HYD,CCU,151,No,Late Arrival
9/30/2022,AI3026,GoAir,PNQ,BOM,268,No,Operational
12/21/2020,AI9128,AirAsia India,HYD,HYD,220,No,Air Traffic
10/4/2022,AI1595,IndiGo,HYD,CCU,284,No,Operational
9/9/2023,AI8317,SpiceJet,DEL,MAA,121,No,Crew
3/2/2023,AI950,Vistara,CCU,HYD,98,No,Operational
6/6/2022,AI2825,Vistara,HYD,CCU,184,No,Weather
5/6/2020,AI6034,SpiceJet,PNQ,DEL,,Yes,
2/3/2023,AI6169,Air India,PNQ,PNQ,285,No,Late Arrival
10/5/2022,AI8846,GoAir,PNQ,DEL,24,No,Air Traffic
8/26/2021,AI2831,Vistara,MAA,HYD,92,No,Air Traffic
12/27/2024,AI7188,SpiceJet,BOM,BLR,278,No,Air Traffic
11/2/2023,AI3876,AirAsia India,HYD,PNQ,246,No,Late Arrival
10/10/2022,AI1602,SpiceJet,HYD,BOM,110,No,Operational
2/20/2020,AI5042,Air India,HYD,HYD,221,No,Air Traffic
11/18/2022,AI6671,Air India,DEL,MAA,205,No,Air Traffic
1/25/2024,AI8090,IndiGo,HYD,BOM,234,No,Crew
8/12/2023,AI3582,Vistara,MAA,CCU,113,No,Weather
8/13/2023,AI1972,IndiGo,BLR,PNQ,234,No,Crew
10/15/2024,AI7511,SpiceJet,CCU,MAA,252,No,Operational
2/17/2022,AI5422,GoAir,PNQ,MAA,221,No,Late Arrival
12/1/2023,AI5749,GoAir,HYD,DEL,246,No,Late Arrival
11/27/2024,AI4760,Air India,DEL,CCU,223,No,Crew
3/24/2022,AI2174,GoAir,MAA,DEL,67,No,Technical
6/24/2024,AI9592,GoAir,HYD,DEL,96,No,Crew
11/29/2023,AI1785,GoAir,DEL,PNQ,177,No,Technical
10/1/2023,AI1379,SpiceJet,BLR,BLR,129,No,Crew
7/3/2024,AI9303,GoAir,BOM,DEL,95,No,Technical
2/23/2021,AI3247,AirAsia India,HYD,BOM,44,No,Technical
4/20/2023,AI5748,GoAir,MAA,MAA,86,No,Air Traffic
9/9/2022,AI6090,GoAir,DEL,PNQ,36,No,Air Traffic
4/4/2022,AI8907,IndiGo,DEL,DEL,,Yes,
10/21/2022,AI8874,SpiceJet,HYD,HYD,252,No,Technical
7/20/2021,AI4434,Air India,DEL,BOM,76,No,Technical
1/5/2021,AI8833,IndiGo,BOM,CCU,284,No,Weather
7/24/2022,AI2713,Vistara,DEL,MAA,15,No,Technical
10/22/2021,AI4460,SpiceJet,PNQ,PNQ,119,No,Air Traffic
12/25/2023,AI1730,AirAsia India,CCU,HYD,62,No,Technical
8/26/2022,AI5606,SpiceJet,PNQ,PNQ,69,No,Late Arrival
8/25/2023,AI6766,Vistara,CCU,PNQ,156,No,Weather
3/6/2023,AI6331,Vistara,DEL,HYD,239,No,Technical
7/20/2020,AI6212,Vistara,HYD,CCU,35,No,Air Traffic
12/30/2023,AI7646,Air India,CCU,HYD,127,No,Air Traffic
11/8/2020,AI2162,GoAir,MAA,BOM,73,No,Operational
4/26/2020,AI5203,SpiceJet,CCU,PNQ,247,No,Air Traffic
8/16/2024,AI6561,GoAir,PNQ,CCU,5,No,Weather
7/25/2022,AI4440,GoAir,DEL,PNQ,99,No,Air Traffic
12/31/2024,AI2062,AirAsia India,HYD,HYD,232,No,Late Arrival
7/28/2021,AI202,Vistara,BLR,CCU,79,No,Crew
8/31/2020,AI8509,Air India,HYD,CCU,283,No,Late Arrival
6/20/2021,AI2120,AirAsia India,HYD,DEL,110,No,Late Arrival
6/13/2024,AI1562,IndiGo,HYD,DEL,272,No,Weather
3/15/2020,AI6940,Air India,MAA,DEL,29,No,Weather
1/20/2021,AI552,GoAir,BOM,HYD,49,No,Operational
5/18/2023,AI5111,Air India,PNQ,MAA,128,No,Air Traffic
4/19/2021,AI8476,Vistara,DEL,BOM,233,No,Operational
2/21/2021,AI953,IndiGo,BOM,HYD,203,No,Weather
12/12/2020,AI641,Vistara,BLR,PNQ,141,No,Air Traffic
4/1/2024,AI5834,IndiGo,BOM,DEL,91,No,Weather
10/1/2021,AI8759,AirAsia India,DEL,CCU,161,No,Weather
7/27/2022,AI7573,GoAir,PNQ,HYD,293,No,Crew
8/12/2022,AI9169,IndiGo,PNQ,CCU,271,No,Late Arrival
5/25/2022,AI9738,IndiGo,DEL,PNQ,,Yes,
2/1/2022,AI6544,IndiGo,BLR,CCU,40,No,Operational
4/17/2023,AI7044,Air India,DEL,CCU,262,No,Operational
4/20/2023,AI1852,AirAsia India,BLR,BLR,90,No,Technical
10/25/2021,AI134,Air India,BLR,MAA,,Yes,
1/25/2020,AI7035,GoAir,DEL,BOM,135,No,Crew
4/18/2023,AI9638,IndiGo,CCU,BOM,247,No,Weather
12/10/2021,AI5905,AirAsia India,PNQ,DEL,205,No,Weather
3/4/2024,AI8420,AirAsia India,BLR,BLR,282,No,Crew
3/30/2023,AI9528,SpiceJet,DEL,HYD,193,No,Air Traffic
6/25/2020,AI4260,GoAir,CCU,HYD,269,No,Operational
10/11/2020,AI5047,AirAsia India,PNQ,BOM,251,No,Weather
3/3/2020,AI9124,IndiGo,BLR,MAA,194,No,Technical
9/29/2022,AI3445,IndiGo,PNQ,CCU,215,No,Operational
10/23/2021,AI1518,AirAsia India,CCU,PNQ,135,No,Late Arrival
10/27/2021,AI6722,Air India,PNQ,DEL,140,No,Crew
6/4/2020,AI6734,GoAir,MAA,MAA,4,No,Operational
2/1/2024,AI897,IndiGo,HYD,BOM,249,No,Late Arrival
12/8/2022,AI1658,AirAsia India,MAA,BLR,1,No,Technical
8/24/2022,AI8626,IndiGo,CCU,DEL,151,No,Air Traffic
4/28/2022,AI2936,AirAsia India,BLR,BOM,131,No,Crew
1/12/2023,AI7272,GoAir,DEL,HYD,47,No,Air Traffic
10/16/2023,AI3061,AirAsia India,BOM,DEL,197,No,Weather
11/19/2021,AI5192,SpiceJet,DEL,BOM,163,No,Air Traffic
5/27/2020,AI1834,AirAsia India,PNQ,HYD,119,No,Weather
7/11/2024,AI7843,AirAsia India,BOM,PNQ,74,No,Late Arrival
12/7/2020,AI4296,GoAir,BOM,HYD,166,No,Operational
4/20/2021,AI3492,AirAsia India,PNQ,CCU,138,No,Technical
12/22/2022,AI308,GoAir,PNQ,BLR,43,No,Late Arrival
9/20/2024,AI3110,SpiceJet,BLR,CCU,83,No,Technical
10/15/2023,AI1794,GoAir,CCU,BOM,54,No,Air Traffic
7/14/2021,AI1964,IndiGo,DEL,PNQ,227,No,Technical
11/22/2020,AI3386,GoAir,CCU,MAA,195,No,Air Traffic
11/27/2024,AI3259,SpiceJet,MAA,PNQ,245,No,Technical
10/25/2024,AI140,Vistara,BLR,PNQ,219,No,Crew
3/10/2023,AI3952,AirAsia India,BLR,PNQ,160,No,Late Arrival
9/16/2022,AI2833,GoAir,MAA,CCU,173,No,Crew
8/2/2020,AI8707,AirAsia India,DEL,MAA,217,No,Operational
3/10/2021,AI1166,Air India,HYD,HYD,128,No,Operational
8/9/2022,AI8957,IndiGo,MAA,BOM,79,No,Weather
12/23/2021,AI2968,IndiGo,DEL,BLR,140,No,Weather
9/3/2023,AI4527,Air India,BOM,MAA,236,No,Weather
2/1/2020,AI7314,Air India,PNQ,BOM,220,No,Operational
10/31/2021,AI2110,GoAir,BLR,MAA,280,No,Technical
10/11/2020,AI3300,Air India,DEL,CCU,207,No,Air Traffic
8/21/2023,AI5124,Vistara,CCU,BOM,109,No,Technical
3/4/2021,AI8857,AirAsia India,PNQ,CCU,108,No,Late Arrival
2/9/2024,AI176,AirAsia India,CCU,DEL,217,No,Operational
10/12/2020,AI5391,SpiceJet,PNQ,BOM,161,No,Air Traffic
3/13/2023,AI9072,Air India,BLR,MAA,178,No,Air Traffic
12/18/2023,AI9843,Air India,MAA,DEL,56,No,Air Traffic
11/8/2022,AI184,Vistara,HYD,CCU,31,No,Weather
1/18/2020,AI6011,IndiGo,MAA,CCU,152,No,Air Traffic
2/7/2022,AI6407,IndiGo,DEL,MAA,185,No,Air Traffic
8/12/2021,AI8040,AirAsia India,MAA,DEL,209,No,Operational
10/26/2023,AI4908,AirAsia India,BLR,PNQ,62,No,Technical
4/13/2023,AI1286,GoAir,DEL,HYD,236,No,Technical
10/6/2022,AI4054,Vistara,BOM,BLR,102,No,Crew
7/12/2020,AI157,SpiceJet,MAA,MAA,99,No,Crew
5/16/2021,AI4419,SpiceJet,MAA,CCU,167,No,Late Arrival
9/14/2022,AI5502,Vistara,HYD,BOM,289,No,Operational
2/10/2023,AI749,SpiceJet,DEL,DEL,198,No,Crew
4/23/2020,AI9561,IndiGo,CCU,HYD,88,No,Crew
5/30/2023,AI3820,SpiceJet,MAA,BLR,45,No,Operational
8/28/2024,AI9833,SpiceJet,BLR,BOM,280,No,Technical
8/4/2022,AI3504,Vistara,MAA,DEL,25,No,Late Arrival
4/10/2022,AI861,Vistara,HYD,HYD,86,No,Late Arrival
7/25/2024,AI6451,SpiceJet,BOM,MAA,245,No,Late Arrival
7/11/2023,AI3869,Air India,HYD,HYD,274,No,Crew
7/13/2022,AI5089,Vistara,MAA,MAA,122,No,Technical
2/24/2020,AI8031,GoAir,CCU,PNQ,227,No,Late Arrival
7/24/2024,AI8653,GoAir,PNQ,DEL,110,No,Operational
3/10/2022,AI9510,IndiGo,MAA,HYD,283,No,Late Arrival
2/16/2022,AI4592,SpiceJet,DEL,BLR,109,No,Weather
1/21/2024,AI1073,Air India,MAA,HYD,276,No,Technical
6/10/2020,AI1100,IndiGo,CCU,DEL,279,No,Weather
11/4/2023,AI9236,SpiceJet,DEL,BOM,27,No,Technical
3/27/2020,AI3119,Vistara,BLR,BOM,111,No,Air Traffic
2/24/2020,AI7429,GoAir,DEL,HYD,101,No,Operational
2/8/2024,AI4472,AirAsia India,HYD,HYD,183,No,Air Traffic
12/28/2024,AI905,Air India,BOM,MAA,,Yes,
4/16/2023,AI7671,AirAsia India,HYD,DEL,127,No,Crew
11/15/2023,AI6186,GoAir,PNQ,MAA,27,No,Crew
10/4/2023,AI6103,AirAsia India,DEL,BLR,206,No,Air Traffic
10/28/2022,AI9331,Vistara,BLR,PNQ,216,No,Technical
4/12/2022,AI2489,SpiceJet,MAA,BOM,174,No,Late Arrival
11/8/2020,AI3039,Vistara,DEL,CCU,86,No,Weather
1/28/2022,AI2096,AirAsia India,HYD,CCU,,Yes,
3/18/2021,AI4918,Vistara,DEL,DEL,20,No,Operational
11/25/2024,AI2191,GoAir,DEL,DEL,160,No,Late Arrival
11/23/2020,AI9426,Air India,DEL,CCU,273,No,Crew
12/13/2022,AI847,Vistara,BLR,DEL,196,No,Late Arrival
1/30/2022,AI7903,GoAir,CCU,BOM,77,No,Air Traffic
6/16/2023,AI3578,Air India,CCU,BLR,267,No,Air Traffic
6/6/2023,AI8889,SpiceJet,DEL,BLR,7,No,Weather
8/1/2021,AI6941,AirAsia India,BLR,MAA,227,No,Crew
12/10/2022,AI6004,SpiceJet,BLR,BOM,177,No,Technical
6/20/2024,AI5183,IndiGo,PNQ,PNQ,,Yes,
6/15/2024,AI6481,GoAir,DEL,DEL,3,No,Operational
10/3/2022,AI1519,Air India,HYD,DEL,247,No,Air Traffic
7/11/2023,AI8389,Vistara,HYD,PNQ,197,No,Operational
12/12/2023,AI692,SpiceJet,BOM,MAA,129,No,Crew
12/31/2024,AI3104,Air India,DEL,MAA,187,No,Technical
4/5/2020,AI530,GoAir,BOM,DEL,72,No,Air Traffic
1/16/2023,AI156,IndiGo,HYD,DEL,291,No,Weather
1/6/2023,AI4221,SpiceJet,HYD,PNQ,205,No,Operational
8/4/2023,AI431,AirAsia India,DEL,BOM,197,No,Crew
2/17/2023,AI983,Air India,BOM,PNQ,75,No,Operational
3/24/2022,AI3024,AirAsia India,BOM,MAA,284,No,Technical
5/5/2021,AI1481,Air India,DEL,PNQ,267,No,Weather
3/27/2021,AI709,Air India,PNQ,PNQ,255,No,Technical
3/3/2024,AI8725,GoAir,BOM,PNQ,128,No,Air Traffic
6/13/2020,AI9745,GoAir,PNQ,BOM,268,No,Late Arrival
6/30/2020,AI2456,GoAir,MAA,HYD,41,No,Technical
4/13/2021,AI2606,Vistara,HYD,DEL,173,No,Technical
6/28/2022,AI3065,Air India,CCU,CCU,247,No,Operational
1/4/2022,AI9606,SpiceJet,PNQ,PNQ,18,No,Technical
4/2/2022,AI8621,AirAsia India,PNQ,CCU,,Yes,
8/1/2022,AI9514,GoAir,PNQ,HYD,8,No,Crew
1/7/2020,AI323,GoAir,BLR,DEL,114,No,Air Traffic
11/25/2020,AI2921,AirAsia India,BOM,MAA,165,No,Operational
2/13/2022,AI6148,AirAsia India,BOM,CCU,167,No,Operational
8/23/2024,AI3702,Air India,BLR,MAA,275,No,Late Arrival
5/30/2020,AI3105,GoAir,BOM,CCU,254,No,Air Traffic
1/13/2023,AI4257,AirAsia India,BLR,MAA,89,No,Crew
5/26/2020,AI1161,Vistara,PNQ,PNQ,272,No,Air Traffic
7/5/2024,AI5334,Vistara,DEL,CCU,228,No,Technical
11/5/2023,AI8394,GoAir,MAA,MAA,236,No,Late Arrival
7/3/2022,AI5992,AirAsia India,PNQ,HYD,107,No,Crew
4/20/2024,AI8226,Air India,MAA,BOM,120,No,Late Arrival
8/1/2023,AI3362,Air India,HYD,MAA,30,No,Air Traffic
11/30/2021,AI2255,Air India,PNQ,BOM,,Yes,
3/22/2020,AI7130,IndiGo,CCU,BOM,195,No,Weather
5/28/2021,AI4167,GoAir,BOM,DEL,107,No,Air Traffic
3/25/2022,AI6544,Air India,CCU,PNQ,85,No,Technical
12/9/2021,AI5941,Vistara,DEL,HYD,219,No,Late Arrival
